NOC,Event,Gam_Med_Bro,Gam_Med_Sil,Gam_Med_Gol,Gam_Med_Non
SRI,"Shooting Women's Air Pistol, 10 metres",0,0,0,1
SRI,"Shooting Women's Sporting Pistol, 25 metres",0,0,0,1
SRI,Swimming Men's 100 metres Freestyle,0,0,0,2
ARM,Boxing Men's Flyweight,0,0,0,3
CIV,"Canoeing Men's Kayak Doubles, 500 metres",0,0,0,6
CIV,"Canoeing Men's Kayak Singles, 500 metres",0,0,0,3
CIV,"Canoeing Men's Kayak Singles, 1,000 metres",0,0,0,5
ESP,Badminton Men's Singles,0,0,0,5
FRA,"Shooting Men's Running Target, 50 metres",0,0,0,3
GDR,Diving Women's Platform,1,0,1,9
TUN,Football Men's Football,0,0,0,65
NGR,Athletics Men's 800 metres,0,0,0,2
NGR,"Athletics Men's 1,500 metres",0,0,0,1
KAZ,Judo Women's Half-Heavyweight,0,0,0,3
JPN,Athletics Men's 4 x 400 metres Relay,0,0,0,57
JPN,Athletics Women's Pole Vault,0,0,0,2
KEN,Rugby Sevens Women's Rugby Sevens,0,0,0,12
BUL,"Wrestling Men's Middleweight, Freestyle",2,0,3,10
FRA,Football Women's Football,0,0,0,34
NGR,Athletics Women's 4 x 100 metres Relay,9,0,0,29
NGR,Table Tennis Men's Team,0,0,0,6
BEN,Boxing Men's Bantamweight,0,0,0,3
FRA,Figure Skating Mixed Pairs,2,0,4,20
RUS,"Athletics Women's 10,000 metres",0,0,0,12
AZE,Boxing Men's Light-Flyweight,0,0,0,2
BRA,Water Polo Women's Water Polo,0,0,0,13
UKR,Freestyle Skiing Men's Aerials,0,0,0,15
GBR,Water Polo Men's Water Polo,1,0,27,66
USA,Athletics Men's 4 x 400 metres Relay,0,13,81,10
RUS,Gymnastics Men's Team All-Around,6,5,7,17
RUS,Gymnastics Men's Floor Exercise,3,1,0,25
RUS,Gymnastics Men's Horse Vault,1,3,1,15
RUS,Gymnastics Men's Parallel Bars,2,0,0,28
RUS,Gymnastics Men's Horizontal Bar,1,0,1,26
RUS,Gymnastics Men's Rings,1,0,0,28
NED,Rowing Women's Coxed Eights,27,18,0,27
GHA,Football Men's Football,20,0,0,78
NGR,Athletics Women's 4 x 400 metres Relay,0,4,0,26
URS,Swimming Men's 400 metres Freestyle,2,1,1,14
URS,Swimming Men's 4 x 100 metres Freestyle Relay,0,16,0,5
URS,Swimming Men's 4 x 200 metres Freestyle Relay,14,6,7,17
URS,Swimming Men's 4 x 100 metres Medley Relay,16,8,0,22
SOM,Athletics Men's 800 metres,0,0,0,5
SOM,"Athletics Men's 1,500 metres",0,0,0,7
LAT,Alpine Skiing Women's Giant Slalom,0,0,0,4
LAT,Alpine Skiing Women's Super G,0,0,0,1
LAT,Alpine Skiing Women's Slalom,0,0,0,3
MDV,Athletics Men's 4 x 100 metres Relay,0,0,0,4
AUS,Swimming Men's 50 metres Freestyle,0,0,0,15
AUS,Swimming Men's 4 x 100 metres Freestyle Relay,19,4,6,25
ESP,Cross Country Skiing Women's 5 kilometres,0,0,0,1
ESP,Cross Country Skiing Women's 10 kilometres,0,0,0,5
ESP,Cross Country Skiing Women's 20 kilometres,0,0,0,1
CMR,Athletics Men's 400 metres Hurdles,0,0,0,1
CMR,Athletics Men's 4 x 400 metres Relay,0,0,0,4
LIB,"Cycling Men's Road Race, Individual",0,0,0,9
LIB,Cycling Men's Sprint,0,0,0,1
LIB,"Cycling Men's 1,000 metres Time Trial",0,0,0,1
LIB,"Cycling Men's Individual Pursuit, 4,000 metres",0,0,0,2
LIB,"Wrestling Men's Welterweight, Freestyle",0,0,0,1
EGY,"Wrestling Men's Bantamweight, Greco-Roman",0,1,0,7
SYR,Athletics Men's 400 metres Hurdles,0,0,0,3
IRQ,Boxing Men's Light-Flyweight,0,0,0,4
NIG,Athletics Men's Marathon,0,0,0,5
QAT,Athletics Men's Triple Jump,0,0,0,2
IRQ,Boxing Men's Bantamweight,0,0,0,2
LBA,Athletics Men's Triple Jump,0,0,0,1
IRQ,"Wrestling Men's Bantamweight, Freestyle",0,0,0,2
LIB,Alpine Skiing Men's Giant Slalom,0,0,0,30
LIB,Alpine Skiing Men's Slalom,0,0,0,30
MLI,Football Men's Football,0,0,0,16
AFG,Hockey Men's Hockey,0,0,0,39
NGR,Athletics Men's 110 metres Hurdles,0,0,0,10
USA,Handball Women's Handball,0,0,0,56
ROU,Gymnastics Men's Individual All-Around,0,0,0,80
ROU,Gymnastics Men's Team All-Around,6,0,0,75
ROU,Gymnastics Men's Floor Exercise,0,1,0,79
ROU,Gymnastics Men's Horse Vault,1,0,0,74
ROU,Gymnastics Men's Parallel Bars,0,0,0,81
ROU,Gymnastics Men's Horizontal Bar,1,0,0,80
ROU,Gymnastics Men's Rings,1,1,0,77
ROU,Gymnastics Men's Pommelled Horse,0,2,1,77
HUN,"Canoeing Men's Kayak Doubles, 500 metres",2,0,2,12
HUN,"Canoeing Men's Kayak Fours, 1,000 metres",4,12,12,24
GER,Gymnastics Men's Team All-Around,6,0,8,93
GBR,Swimming Men's 100 metres Backstroke,1,0,0,54
GBR,Swimming Men's 4 x 100 metres Medley Relay,6,4,0,59
GBR,Swimming Men's 100 metres Butterfly,1,0,0,26
CHI,Rowing Women's Lightweight Double Sculls,0,0,0,2
SUI,Athletics Men's Marathon,0,0,0,24
IND,Athletics Women's 800 metres,0,0,0,6
IND,Athletics Women's 4 x 400 metres Relay,0,0,0,29
POL,Rowing Women's Coxed Quadruple Sculls,0,0,0,5
SWE,"Wrestling Men's Middleweight, Greco-Roman",3,1,5,17
SWE,"Wrestling Men's Light-Heavyweight, Greco-Roman",3,3,5,13
CRC,Athletics Men's 100 metres,0,0,0,2
CRC,Athletics Men's 200 metres,0,0,0,3
PAN,Athletics Men's 100 metres,1,0,0,3
PAN,Athletics Men's 200 metres,1,0,0,4
GBR,Athletics Men's 100 metres,3,2,3,86
GBR,Athletics Men's 200 metres,3,3,0,75
GBR,Athletics Men's 4 x 100 metres Relay,8,13,8,67
GBR,Athletics Men's Long Jump,2,1,2,42
NOR,Nordic Combined Men's Individual,7,5,10,58
NOR,Ice Hockey Men's Ice Hockey,0,0,0,223
USA,Weightlifting Men's Lightweight,0,0,1,14
USA,Handball Men's Handball,0,0,0,86
SWE,Ice Hockey Men's Ice Hockey,79,52,46,209
SWE,"Fencing Men's Foil, Individual",0,0,0,32
SWE,"Fencing Men's epee, Individual",1,1,1,70
SWE,"Fencing Men's epee, Team",6,12,5,70
GEO,Alpine Skiing Men's Giant Slalom,0,0,0,5
GEO,Alpine Skiing Men's Slalom,0,0,0,8
BLR,Athletics Women's Shot Put,1,1,1,9
BLR,Biathlon Men's 10 kilometres Sprint,0,0,0,24
BLR,Biathlon Men's 12.5 kilometres Pursuit,0,0,0,15
BLR,Biathlon Men's 20 kilometres,1,1,0,22
BLR,Biathlon Men's 4 x 7.5 kilometres Relay,0,0,0,24
BLR,Biathlon Mixed 2 x 6 kilometres and 2 x 7.5 kilometres Relay,0,0,0,4
GEO,Rhythmic Gymnastics Women's Individual,0,0,0,3
SLO,"Canoeing Men's Kayak Singles, Slalom",0,2,0,10
URS,Boxing Men's Heavyweight,1,3,0,5
RUS,Archery Men's Individual,1,0,0,10
RUS,Archery Men's Team,0,0,0,9
URS,Athletics Men's Marathon,1,0,0,23
RUS,Volleyball Men's Volleyball,24,12,12,24
RUS,Ice Hockey Men's Ice Hockey,21,22,0,92
URS,"Athletics Men's 5,000 metres",0,0,1,23
URS,Swimming Women's 50 metres Freestyle,0,0,0,1
URS,Swimming Women's 4 x 100 metres Freestyle Relay,0,0,0,25
URS,Volleyball Women's Volleyball,0,24,46,0
RUS,"Speed Skating Women's 1,000 metres",0,0,0,23
RUS,"Speed Skating Women's 1,500 metres",0,1,0,22
RUS,Speed Skating Women's Team Pursuit (6 laps),9,0,0,4
CRO,Cross Country Skiing Men's Sprint,0,0,0,5
CRO,Cross Country Skiing Men's 15 kilometres,0,0,0,7
RUS,Bobsleigh Men's Two,2,0,2,20
RUS,Bobsleigh Men's Four,0,4,4,40
GUY,Athletics Women's 400 metres,0,0,0,7
GUY,Cycling Men's Sprint,0,0,0,6
NZL,Hockey Men's Hockey,0,0,14,166
GEO,Athletics Men's Shot Put,0,0,0,1
POR,Athletics Men's 800 metres,0,0,0,9
POR,Athletics Men's 4 x 400 metres Relay,0,0,0,12
POR,Athletics Men's 200 metres,0,0,0,13
POR,Athletics Men's 4 x 100 metres Relay,0,0,0,12
FRA,Swimming Men's 200 metres Butterfly,1,0,0,10
BUL,Figure Skating Women's Singles,0,0,0,4
GER,Nordic Combined Men's Team,4,12,0,10
GER,Nordic Combined Men's Individual,1,0,2,39
POL,Speed Skating Men's 500 metres,0,0,0,15
POL,"Speed Skating Men's 1,000 metres",0,0,0,14
POR,Trampolining Men's Individual,0,0,0,4
CUB,"Wrestling Men's Flyweight, Freestyle",0,0,0,5
BRA,Boxing Men's Middleweight,0,1,0,7
POR,Gymnastics Men's Individual All-Around,0,0,0,11
POR,Gymnastics Men's Floor Exercise,0,0,0,11
POR,Gymnastics Men's Horse Vault,0,0,0,10
POR,Gymnastics Men's Parallel Bars,0,0,0,11
POR,Gymnastics Men's Horizontal Bar,0,0,0,11
POR,Gymnastics Men's Rings,0,0,0,11
POR,Gymnastics Men's Pommelled Horse,0,0,0,11
PAR,Swimming Men's 200 metres Breaststroke,0,0,0,1
PAR,Swimming Men's 200 metres Butterfly,0,0,0,3
PAR,Swimming Men's 400 metres Individual Medley,0,0,0,1
ANG,Beach Volleyball Men's Beach Volleyball,0,0,0,2
BRA,Water Polo Men's Water Polo,0,0,0,83
CUB,Basketball Men's Basketball,12,0,0,61
VEN,"Cycling Men's Road Race, Individual",0,0,0,41
POR,Swimming Men's 400 metres Freestyle,0,0,0,4
POR,Swimming Men's 4 x 200 metres Freestyle Relay,0,0,0,8
POR,Swimming Men's 100 metres Freestyle,0,0,0,8
POR,Swimming Men's 200 metres Freestyle,0,0,0,8
POR,Swimming Men's 100 metres Backstroke,0,0,0,9
FRA,"Wrestling Men's Lightweight, Greco-Roman",0,1,0,17
COL,Athletics Women's Marathon,0,0,0,8
COL,"Cycling Women's Mountainbike, Cross-Country",0,0,0,2
ESP,Basketball Men's Basketball,12,36,0,96
SWE,Athletics Men's Javelin Throw,2,1,3,35
SWE,"Athletics Men's Javelin Throw, Both Hands",0,0,0,7
DJI,Swimming Men's 50 metres Freestyle,0,0,0,2
RUS,Triathlon Women's Olympic Distance,0,0,0,10
RUS,Basketball Women's Basketball,24,0,0,34
ROU,Gymnastics Women's Individual All-Around,4,5,2,77
ROU,Gymnastics Women's Team All-Around,29,24,18,20
ROU,Gymnastics Women's Team Portable Apparatus,0,0,0,14
ROU,Gymnastics Women's Floor Exercise,4,3,6,75
ROU,Gymnastics Women's Horse Vault,4,2,5,68
ROU,Gymnastics Women's Uneven Bars,1,2,2,82
ROU,Gymnastics Women's Balance Beam,4,0,6,78
URS,"Wrestling Men's Lightweight, Freestyle",2,1,3,3
FRA,"Cycling Men's Mountainbike, Cross-Country",1,1,3,12
USA,"Athletics Men's 3,000 metres Steeplechase",3,2,1,62
GER,Ice Hockey Men's Ice Hockey,10,0,0,227
FRG,Athletics Women's 400 metres Hurdles,0,0,0,1
FRG,Athletics Women's 4 x 400 metres Relay,10,0,0,10
RUS,Figure Skating Men's Singles,0,2,4,7
IRI,Archery Women's Individual,0,0,0,3
BAN,Athletics Men's 100 metres,0,0,0,8
KSA,"Fencing Men's epee, Individual",0,0,0,3
KSA,"Fencing Men's epee, Team",0,0,0,4
JOR,Athletics Men's Marathon,0,0,0,3
PLE,"Athletics Men's 10,000 metres",0,0,0,1
PLE,Judo Men's Lightweight,0,0,0,1
EGY,"Athletics Men's 5,000 metres",0,0,0,3
JOR,Swimming Men's 200 metres Individual Medley,0,0,0,1
JOR,Swimming Men's 100 metres Backstroke,0,0,0,1
KAZ,Boxing Men's Bantamweight,0,0,0,4
SUD,Athletics Men's 400 metres,0,0,0,7
PLE,Athletics Women's 800 metres,0,0,0,2
CHN,Boxing Men's Middleweight,0,0,0,7
KEN,Weightlifting Men's Featherweight,0,0,0,2
NGR,Athletics Women's 400 metres,1,0,0,18
PER,Athletics Men's High Jump,0,0,0,7
LBA,Weightlifting Men's Light-Heavyweight,0,0,0,1
JOR,Taekwondo Men's Featherweight,0,0,1,1
SOM,Athletics Women's 100 metres,0,0,0,1
JPN,Gymnastics Women's Individual All-Around,0,0,0,73
JPN,Gymnastics Women's Team All-Around,6,0,0,65
JPN,Gymnastics Women's Floor Exercise,0,0,0,74
JPN,Gymnastics Women's Horse Vault,0,0,0,62
JPN,Gymnastics Women's Uneven Bars,0,0,0,75
JPN,Gymnastics Women's Balance Beam,0,0,0,74
PLE,Athletics Men's 100 metres,0,0,0,1
KSA,Athletics Women's 100 metres,0,0,0,1
KUW,Diving Men's Springboard,0,0,0,5
KUW,Diving Men's Platform,0,0,0,3
JPN,Athletics Men's Marathon,2,2,1,59
MEX,Judo Men's Extra-Lightweight,0,0,0,6
URS,"Fencing Men's epee, Individual",3,1,1,22
URS,"Fencing Men's epee, Team",20,5,0,21
QAT,Swimming Men's 400 metres Freestyle,0,0,0,1
JOR,"Fencing Men's epee, Individual",0,0,0,1
TUR,"Wrestling Men's Welterweight, Greco-Roman",0,1,2,12
TUR,Athletics Men's 400 metres,0,0,0,5
TUR,Athletics Men's 4 x 400 metres Relay,0,0,0,4
TUR,Athletics Men's 400 metres Hurdles,1,0,0,5
FRA,"Canoeing Men's Canadian Doubles, 1,000 metres",6,2,0,18
FRA,Athletics Men's Hammer Throw,0,0,0,25
ESP,Rowing Women's Lightweight Double Sculls,0,0,0,5
SUI,Alpine Skiing Men's Slalom,1,0,1,67
SUI,Alpine Skiing Men's Combined,3,1,1,28
SUI,Alpine Skiing Men's Downhill,4,5,3,63
SUI,Alpine Skiing Men's Super G,1,1,0,30
SUI,Alpine Skiing Men's Giant Slalom,3,4,4,57
ITA,Gymnastics Men's Team All-Around,15,0,58,124
CHI,"Fencing Men's Foil, Individual",0,0,0,5
CHI,"Fencing Men's epee, Individual",0,0,0,13
CUB,Rowing Men's Quadruple Sculls,0,0,0,17
CUB,Athletics Men's 4 x 400 metres Relay,0,4,0,25
ESP,Rhythmic Gymnastics Women's Individual,0,1,0,13
CHI,"Athletics Men's 5,000 metres",0,0,0,5
USA,"Fencing Men's Sabre, Team",6,4,0,96
URU,Athletics Women's 100 metres,0,0,0,2
URU,Athletics Women's 200 metres,0,0,0,3
ESA,Football Men's Football,0,0,0,18
PUR,Boxing Men's Welterweight,2,0,0,5
COL,Weightlifting Men's Lightweight,1,0,0,8
COL,"Cycling Men's Road Race, Individual",0,1,0,58
COL,Cycling Men's 100 kilometres Team Time Trial,0,0,0,20
PER,Athletics Men's 200 metres,0,0,0,3
PER,Athletics Men's 400 metres,0,0,0,1
CAN,Swimming Men's 100 metres Backstroke,1,0,1,31
CAN,Swimming Men's 4 x 100 metres Medley Relay,10,13,0,38
VEN,Athletics Men's 200 metres,0,0,0,7
COL,Rugby Sevens Women's Rugby Sevens,0,0,0,12
MEX,"Wrestling Men's Flyweight, Greco-Roman",0,1,0,3
MEX,"Wrestling Men's Featherweight, Greco-Roman",0,0,0,3
GBR,"Fencing Men's Sabre, Team",0,0,0,82
IRI,"Cycling Men's Road Race, Individual",0,0,0,27
BEL,Taekwondo Men's Featherweight,0,0,0,1
MEX,Synchronized Swimming Women's Duet,0,0,0,16
PHI,Basketball Men's Basketball,0,0,0,79
IND,Table Tennis Men's Singles,0,0,0,11
GBR,Basketball Men's Basketball,0,0,0,25
FRA,Bobsleigh Men's Four,4,0,0,80
GER,Taekwondo Men's Featherweight,0,0,0,2
GHA,Athletics Women's 4 x 100 metres Relay,0,0,0,17
SUI,Cycling Men's 100 kilometres Team Time Trial,0,4,0,20
UGA,Athletics Men's Marathon,0,0,1,13
MAR,Boxing Men's Featherweight,2,0,0,5
MAR,Boxing Men's Bantamweight,1,0,0,9
GBR,Athletics Men's Triple Jump,1,3,3,38
FRA,"Fencing Men's epee, Individual",7,11,6,152
FRA,Art Competitions Mixed Painting,0,1,0,42
NED,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",0,0,0,4
NED,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",0,0,0,10
ROU,Alpine Skiing Men's Downhill,0,0,0,23
ROU,Alpine Skiing Men's Combined,0,0,0,12
URS,Cross Country Skiing Women's 5 kilometres,4,3,3,18
URS,Cross Country Skiing Women's 3 x 5 kilometres Relay,3,6,6,0
UGA,"Athletics Women's 1,500 metres",0,0,0,1
UGA,"Athletics Men's 1,500 metres",0,0,0,4
CAN,Basketball Women's Basketball,0,0,0,72
EGY,Athletics Men's Shot Put,0,0,0,5
TUN,"Wrestling Men's Light-Heavyweight, Greco-Roman",0,0,0,4
SYR,Judo Men's Open Class,0,0,0,1
BEL,"Fencing Men's epee, Individual",1,0,2,63
BEL,"Fencing Men's epee, Team",11,13,6,38
NED,Rowing Women's Quadruple Sculls,0,4,0,12
CMR,Athletics Women's 400 metres,0,0,0,6
CMR,Athletics Women's 800 metres,0,0,0,1
AUS,Athletics Men's Javelin Throw,0,0,0,12
CIV,Boxing Men's Lightweight,0,0,0,2
UGA,Athletics Women's 200 metres,0,0,0,3
UGA,Athletics Women's 4 x 100 metres Relay,0,0,0,4
BRA,Tennis Men's Doubles,0,0,0,18
BEL,"Fencing Men's Sabre, Individual",0,0,0,33
SWE,"Gymnastics Men's Team All-Around, Swedish System",0,0,48,0
GBR,"Wrestling Men's Middleweight, Freestyle",2,1,1,19
GER,Athletics Men's Long Jump,0,1,0,37
GER,Nordic Combined Men's Sprint,1,1,0,6
NED,Athletics Women's Pentathlon,0,0,0,3
BEL,"Art Competitions Mixed Painting, Unknown Event",0,0,0,50
SUI,Bobsleigh Men's Two,12,12,8,40
SUI,Bobsleigh Men's Four,20,20,16,84
SLO,Athletics Men's 4 x 100 metres Relay,0,0,0,4
MEX,Diving Men's Platform,2,3,1,39
CUB,Athletics Women's 400 metres,0,0,0,5
CUB,Athletics Women's 4 x 400 metres Relay,0,0,0,28
HON,Football Men's Football,0,0,0,68
MEX,"Shooting Men's Rapid-Fire Pistol, 25 metres",0,0,0,17
ARG,"Cycling Men's Team Pursuit, 4,000 metres",0,0,0,44
ARG,Cycling Men's 100 kilometres Team Time Trial,0,0,0,16
ARG,"Equestrianism Mixed Three-Day Event, Individual",0,1,0,16
ARG,"Equestrianism Mixed Three-Day Event, Team",0,0,0,16
CHI,Athletics Men's Marathon,0,1,0,20
CHI,Weightlifting Men's Featherweight,0,0,0,1
ARG,Football Men's Football,0,34,34,59
ECU,Athletics Men's 800 metres,0,0,0,2
MEX,Swimming Men's 100 metres Backstroke,0,0,0,14
MEX,Swimming Men's 200 metres Backstroke,0,0,0,10
MEX,Weightlifting Women's Middleweight,0,0,0,3
ESA,Swimming Men's 200 metres Freestyle,0,0,0,5
ESA,Swimming Men's 400 metres Freestyle,0,0,0,3
ESA,"Swimming Men's 1,500 metres Freestyle",0,0,0,2
VEN,"Wrestling Women's Light-Heavyweight, Freestyle",0,0,0,1
ARG,Athletics Men's 100 metres,0,0,0,22
ARG,Athletics Men's 4 x 100 metres Relay,0,0,0,16
CUB,Boxing Men's Heavyweight,2,0,7,2
VEN,Football Men's Football,0,0,0,16
VEN,Volleyball Women's Volleyball,0,0,0,11
ARG,Volleyball Women's Volleyball,0,0,0,12
URU,Basketball Men's Basketball,24,0,0,57
GHA,Athletics Men's 100 metres,0,0,0,25
GHA,Athletics Men's 4 x 100 metres Relay,0,0,0,42
HUN,Swimming Women's 100 metres Freestyle,1,0,1,28
HUN,Swimming Women's 4 x 100 metres Freestyle Relay,0,0,5,33
DEN,"Equestrianism Men's Jumping, Individual",0,0,0,3
DEN,"Equestrianism Men's Jumping, Team",0,0,0,3
DEN,"Equestrianism Men's Three-Day Event, Individual",1,1,0,20
DEN,"Equestrianism Men's Three-Day Event, Team",0,0,0,19
AUS,Ice Hockey Men's Ice Hockey,0,0,0,17
CAN,Alpine Skiing Women's Giant Slalom,0,0,2,47
CAN,Alpine Skiing Women's Slalom,0,1,1,45
CAN,Alpine Skiing Women's Combined,0,0,0,20
USA,Athletics Women's High Jump,2,2,4,49
VEN,Swimming Men's 200 metres Freestyle,0,0,0,12
VEN,Swimming Men's 4 x 100 metres Freestyle Relay,0,0,0,16
URU,Boxing Men's Flyweight,0,0,0,4
MEX,Basketball Men's Basketball,11,0,0,73
ARG,Basketball Men's Basketball,12,0,12,64
TKM,Boxing Men's Middleweight,0,0,0,2
HUN,Football Men's Football,16,17,46,53
POL,Boxing Men's Lightweight,1,2,3,5
JPN,"Ski Jumping Men's Normal Hill, Individual",1,3,1,70
JPN,Athletics Men's Pole Vault,1,2,0,21
JPN,Triathlon Women's Olympic Distance,0,0,0,15
JPN,"Canoeing Women's Kayak Fours, 500 metres",0,0,0,12
JPN,Water Polo Men's Water Polo,0,0,0,76
JPN,Synchronized Swimming Women's Team,17,18,0,18
JPN,Ice Hockey Women's Ice Hockey,0,0,0,40
NZL,"Cycling Men's 1,000 metres Time Trial",0,0,0,10
NZL,"Cycling Men's Team Pursuit, 4,000 metres",10,0,0,37
TUR,Sailing Men's One Person Dinghy,0,0,0,5
BRA,Handball Men's Handball,0,0,0,73
FRA,Swimming Men's 200 metres Freestyle,0,0,1,27
ROU,Rowing Men's Coxless Fours,0,0,0,48
MRI,Swimming Men's 100 metres Freestyle,0,0,0,3
MEX,Athletics Men's 4 x 100 metres Relay,0,0,0,12
CMR,Athletics Men's 100 metres,0,0,0,10
SEY,Swimming Men's 200 metres Freestyle,0,0,0,1
SEY,Swimming Men's 400 metres Freestyle,0,0,0,1
SEY,Swimming Men's 200 metres Individual Medley,0,0,0,2
TCH,Modern Pentathlon Men's Individual,1,0,0,20
TCH,Modern Pentathlon Men's Team,0,3,0,9
TCH,"Fencing Men's epee, Team",0,0,0,27
GER,"Fencing Men's epee, Individual",0,0,0,46
GER,"Fencing Men's Sabre, Individual",1,1,0,49
GER,"Fencing Men's Foil, Individual",0,3,1,45
GER,"Fencing Men's Sabre, Team",9,0,4,43
SEY,Athletics Men's 400 metres,0,0,0,4
GER,Trampolining Women's Individual,0,0,1,4
GBR,Bobsleigh Men's Two,0,0,2,58
GDR,Athletics Women's Shot Put,1,3,2,9
CAN,Curling Men's Curling,0,10,14,0
LUX,Gymnastics Men's Team All-Around,0,0,0,60
LUX,"Gymnastics Men's Team All-Around, Free System",0,0,0,19
GER,"Fencing Men's Foil, Team",14,0,5,27
FRA,Art Competitions Mixed Literature,1,0,1,14
FRA,"Cycling Men's Team Pursuit, 4,000 metres",0,8,12,64
HUN,Water Polo Men's Water Polo,36,29,107,80
KEN,"Shooting Men's Free Pistol, 50 metres",0,0,0,5
KEN,"Shooting Men's Air Pistol, 10 metres",0,0,0,2
GER,Diving Men's Platform,2,3,1,31
SUD,Athletics Men's Marathon,0,0,0,2
MTN,"Wrestling Men's Light-Heavyweight, Greco-Roman",0,0,0,1
MTN,"Wrestling Men's Light-Heavyweight, Freestyle",0,0,0,2
POL,Athletics Men's Pole Vault,0,1,2,22
FRG,Sailing Mixed Three Person Keelboat,0,0,0,18
POL,Football Men's Football,0,33,17,56
POL,Judo Men's Middleweight,0,0,1,5
POL,Athletics Men's Long Jump,0,0,0,16
POL,Athletics Men's Decathlon,1,0,0,15
TCH,Shooting Mixed Skeet,0,0,1,9
TCH,Swimming Men's 200 metres Freestyle,0,0,0,2
TCH,Swimming Men's 400 metres Freestyle,0,0,0,9
TCH,Swimming Men's 4 x 200 metres Freestyle Relay,0,0,0,8
MEX,Diving Women's Springboard,1,0,0,23
MEX,Diving Women's Platform,0,0,0,27
ITA,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",0,0,0,23
TCH,Biathlon Women's 7.5 kilometres Sprint,0,0,0,4
TCH,Biathlon Women's 15 kilometres,0,0,0,4
TCH,Biathlon Women's 3 x 7.5 kilometres Relay,0,0,0,3
CZE,Biathlon Women's 7.5 kilometres Sprint,0,0,0,24
CZE,Biathlon Women's 15 kilometres,0,0,0,24
CZE,Biathlon Women's 4 x 7.5 kilometres Relay,0,0,0,12
GRE,Swimming Men's 100 metres Backstroke,0,0,0,11
GRE,Swimming Men's 200 metres Backstroke,0,0,0,6
POL,Ice Hockey Men's Ice Hockey,0,0,0,219
POL,Judo Men's Half-Lightweight,1,1,0,3
POL,Judo Men's Lightweight,0,0,0,10
GER,Handball Women's Handball,0,0,0,45
HUN,Athletics Men's 400 metres,0,0,0,25
HUN,Athletics Men's 4 x 400 metres Relay,0,0,0,20
IRI,"Fencing Men's epee, Individual",0,0,0,9
NIG,Swimming Women's 50 metres Freestyle,0,0,0,3
BUL,Gymnastics Men's Individual All-Around,1,0,0,81
BUL,Gymnastics Men's Team All-Around,0,0,0,76
BUL,Gymnastics Men's Floor Exercise,2,0,0,77
BUL,Gymnastics Men's Horse Vault,0,0,0,78
BUL,Gymnastics Men's Parallel Bars,0,0,0,78
BUL,Gymnastics Men's Horizontal Bar,0,1,1,77
BUL,Gymnastics Men's Rings,2,1,0,78
BUL,Gymnastics Men's Pommelled Horse,0,0,1,77
USA,"Fencing Women's Foil, Team",0,3,0,50
GBR,Swimming Women's 200 metres Butterfly,0,0,0,22
GBR,Swimming Women's 400 metres Individual Medley,0,1,0,23
SKN,Athletics Men's 100 metres,0,0,0,9
SKN,Athletics Men's 200 metres,0,0,0,4
SKN,Athletics Men's 4 x 100 metres Relay,0,0,0,12
AUS,Diving Women's Platform,1,1,1,26
USA,Golf Men's Individual,3,1,1,73
USA,Athletics Men's Standing High Jump,2,6,5,10
USA,Athletics Men's Standing Long Jump,4,4,4,12
CAN,Athletics Men's Decathlon,2,0,0,13
GBR,Athletics Men's 20 kilometres Walk,1,0,1,26
GBR,Figure Skating Women's Singles,3,1,2,39
USA,Swimming Women's 200 metres Butterfly,3,1,4,19
RSA,Tennis Men's Doubles,0,2,2,14
USA,Swimming Men's 220 yard Freestyle,0,0,1,1
USA,Swimming Men's 880 yard Freestyle,0,0,0,2
USA,Swimming Men's One Mile Freestyle,0,0,0,4
USA,Swimming Men's 4 x 50 Yard Freestyle Relay,4,4,4,4
USA,Swimming Men's Plunge For Distance,1,1,1,2
GBR,Boxing Men's Featherweight,1,2,1,20
TTO,Athletics Men's 4 x 100 metres Relay,0,4,5,25
TTO,Athletics Men's 100 metres,1,2,1,28
AUS,"Fencing Men's epee, Individual",0,0,0,24
AUS,"Fencing Men's epee, Team",0,0,0,26
USA,"Shooting Men's Free Rifle, Three Positions, 300 metres",1,1,2,22
USA,"Shooting Men's Military Rifle, Three Positions, 300 metres",0,1,0,8
USA,"Shooting Men's Military Rifle, Any Position, 600 metres",1,1,0,7
USA,"Shooting Men's Military Rifle, 200, 400, 500 and 600 metres, Team",0,0,6,0
USA,"Shooting Men's Military Rifle, Prone, 300 metres",0,0,0,5
